clock,horizon_s,group,arm,objects,points,xy_epe_m,xyz_epe_m,predicted_speed_mps,all_support_fraction,quality_support_fraction
nominal,2.0,moving,CRN_CV,137,13018,3.022346052766488,3.0502135044606704,2.2759485481388246,0.3719641275175434,0.3095388405760992
nominal,2.0,moving,CV_D_speed05,137,13018,2.7377081373525476,2.7662450547114767,2.4489534917645006,0.3719641275175434,0.3095388405760992
nominal,2.0,moving,surface_all_zero,137,13018,6.748646658772555,6.76687897686594,0.977078356835102,0.3719641275175434,0.3095388405760992
nominal,2.0,moving,surface_quality_zero,137,13018,6.655016157316476,6.671512886978303,0.7189900881510828,0.3719641275175434,0.3095388405760992
nominal,2.0,moving,CV_surface_all_uncovered,137,13018,3.019913109941895,3.0490231070702745,2.4527226637388853,0.3719641275175434,0.3095388405760992
nominal,2.0,moving,CV_surface_quality_uncovered,137,13018,2.9970209961474414,3.0253590100766936,2.3612207995289864,0.3719641275175434,0.3095388405760992
actual,0.5,all,zero,373,40622,0.6567450000573326,0.6683432254973444,0.0,0.34175560423465307,0.27824508194689473
actual,0.5,all,D,373,40622,0.44377511622794596,0.45417120106328646,0.730093838766441,0.34175560423465307,0.27824508194689473
actual,0.5,all,CRN_CV,373,40622,0.30183144301089637,0.3152071557827367,0.8583181279826082,0.34175560423465307,0.27824508194689473
actual,0.5,all,CV_D_speed05,373,40622,0.27787369814241897,0.29125241944591457,0.9277685861176564,0.34175560423465307,0.27824508194689473
actual,0.5,all,surface_all_zero,373,40622,0.8964965316226983,0.9060564232965078,0.8270455289590619,0.34175560423465307,0.27824508194689473
actual,0.5,all,surface_quality_zero,373,40622,0.8084728615328706,0.8189776631888991,0.5711019479136018,0.34175560423465307,0.27824508194689473
actual,0.5,all,CV_surface_all_uncovered,373,40622,0.35673315323620775,0.36914333269394217,1.0345405763016557,0.34175560423465307,0.27824508194689473
actual,0.5,all,CV_surface_quality_uncovered,373,40622,0.33151914659649623,0.3444125994872566,0.9551188265838514,0.34175560423465307,0.27824508194689473
actual,0.5,stationary,zero,184,18667,0.011037193621901125,0.02950468373243219,0.0,0.31007701820564615,0.25158676520854234
actual,0.5,stationary,D,184,18667,0.05294487294119879,0.06734722483602229,0.10021871043766904,0.31007701820564615,0.25158676520854234
actual,0.5,stationary,CRN_CV,184,18667,0.01584642786864806,0.033663558781404694,0.010779323167090828,0.31007701820564615,0.25158676520854234
actual,0.5,stationary,CV_D_speed05,184,18667,0.017782417935804228,0.03557593481355879,0.014711593375573668,0.31007701820564615,0.25158676520854234
actual,0.5,stationary,surface_all_zero,184,18667,0.31135749525412043,0.32488196226015775,0.5889344207961138,0.31007701820564615,0.25158676520854234
actual,0.5,stationary,surface_quality_zero,184,18667,0.20656525796607492,0.2223145135239847,0.38021931726365255,0.31007701820564615,0.25158676520854234
actual,0.5,stationary,CV_surface_all_uncovered,184,18667,0.09274667913706183,0.10841006026648083,0.16285307372306732,0.31007701820564615,0.25158676520854234
actual,0.5,stationary,CV_surface_quality_uncovered,184,18667,0.05883372865142978,0.07559512093277342,0.09466388899013978,0.31007701820564615,0.25158676520854234
actual,0.5,ambiguous,zero,47,7237,0.10265601702990956,0.11285053870133963,0.0,0.3661679712410538,0.2943697697300595
actual,0.5,ambiguous,D,47,7237,0.12525331367963874,0.13511529866742175,0.11642452979838998,0.3661679712410538,0.2943697697300595
actual,0.5,ambiguous,CRN_CV,47,7237,0.11679110234522277,0.126985230302808,0.03279745002716688,0.3661679712410538,0.2943697697300595
actual,0.5,ambiguous,CV_D_speed05,47,7237,0.12045290818066025,0.13053976727466726,0.04267278152373706,0.3661679712410538,0.2943697697300595
actual,0.5,ambiguous,surface_all_zero,47,7237,0.5883385671271739,0.597150426281775,1.0621488142435096,0.3661679712410538,0.2943697697300595
actual,0.5,ambiguous,surface_quality_zero,47,7237,0.45021301205206127,0.4592077028042473,0.7730288985589594,0.3661679712410538,0.2943697697300595
actual,0.5,ambiguous,CV_surface_all_uncovered,47,7237,0.2230535702009899,0.2330308299057704,0.2660480563585878,0.3661679712410538,0.2943697697300595
actual,0.5,ambiguous,CV_surface_quality_uncovered,47,7237,0.18499390832710733,0.19509258965091816,0.18746200346830333,0.3661679712410538,0.2943697697300595
actual,0.5,moving,zero,142,14718,1.676832454891194,1.6799942674984434,0.0,0.37472376324899426,0.30745120838385315
actual,0.5,moving,D,142,14718,1.0556292675274666,1.0610109126014713,1.7493859594283598,0.37472376324899426,0.30745120838385315
actual,0.5,moving,CRN_CV,142,14718,0.733649321866251,0.74232301737289,2.2297731417147277,0.37472376324899426,0.30745120838385315
actual,0.5,moving,CV_D_speed05,142,14718,0.6669974494538257,0.6757451506036757,2.4038389345715823,0.37472376324899426,0.30745120838385315
actual,0.5,moving,surface_all_zero,142,14718,1.756700806433318,1.7613710901301758,1.0577679901816912,0.37472376324899426,0.30745120838385315
actual,0.5,moving,surface_quality_zero,142,14718,1.7069884388701133,1.7111974355580741,0.7516078448097909,0.37472376324899426,0.30745120838385315
actual,0.5,moving,CV_surface_all_uncovered,142,14718,0.743046192932673,0.7520462183115264,2.4184113432860537,0.37472376324899426,0.30745120838385315
actual,0.5,moving,CV_surface_quality_uncovered,142,14718,0.7333557881496898,0.7421622932642482,2.324158116750568,0.37472376324899426,0.30745120838385315
actual,1.0,all,zero,366,39975,1.2602264619109147,1.2802993571791126,0.0,0.3472100131983328,0.2831512466105857
actual,1.0,all,D,366,39975,0.8053896457440783,0.8236570422292054,0.7296340265227822,0.3472100131983328,0.2831512466105857
actual,1.0,all,CRN_CV,366,39975,0.5519909114748445,0.5751559942775551,0.8747040311781276,0.3472100131983328,0.2831512466105857
actual,1.0,all,CV_D_speed05,366,39975,0.501864832474993,0.5250687237832947,0.9443520866871662,0.3472100131983328,0.2831512466105857
