clock,horizon_s,group,arm,objects,points,xy_epe_m,xyz_epe_m,predicted_speed_mps,all_support_fraction,fb1_support_fraction
actual,1.5,stationary,CRN_CV,178,17942,0.06511301054333936,0.10661943676437419,0.017437840093498993,0.5828329873228555,0.42257521019240335
actual,1.5,stationary,CV_D_speed05,178,17942,0.07145877725854735,0.11283712330473254,0.021870903802883788,0.5828329873228555,0.42257521019240335
actual,1.5,stationary,surface_all_zero,178,17942,6.469452785484785,6.493934912847504,4.231805081101727,0.5828329873228555,0.42257521019240335
actual,1.5,stationary,surface_fb1_zero,178,17942,2.7432869952137735,2.7780514885028342,1.7916035862438728,0.5828329873228555,0.42257521019240335
actual,1.5,stationary,CV_surface_all_uncovered,178,17942,2.2501307887503135,2.2834211735446814,1.4518792673573755,0.5828329873228555,0.42257521019240335
actual,1.5,stationary,CV_surface_fb1_uncovered,178,17942,0.8189217350401307,0.8575298503206342,0.5160108337239084,0.5828329873228555,0.42257521019240335
actual,1.5,ambiguous,zero,45,8681,0.28606325702822577,0.30331728022894433,0.0,0.6188618787001243,0.35207566905471643
actual,1.5,ambiguous,D,45,8681,0.3178536751741151,0.33866774848637665,0.09953186189654904,0.6188618787001243,0.35207566905471643
actual,1.5,ambiguous,CRN_CV,45,8681,0.3113353737886819,0.3283498629832884,0.041099318000766494,0.6188618787001243,0.35207566905471643
actual,1.5,ambiguous,CV_D_speed05,45,8681,0.3219029281511535,0.33885270771818216,0.0508321272084574,0.6188618787001243,0.35207566905471643
actual,1.5,ambiguous,surface_all_zero,45,8681,11.216397192174465,11.280054927442116,7.324830763100337,0.6188618787001243,0.35207566905471643
actual,1.5,ambiguous,surface_fb1_zero,45,8681,2.419659005244822,2.435056467070158,1.4855234499842385,0.6188618787001243,0.35207566905471643
actual,1.5,ambiguous,CV_surface_all_uncovered,45,8681,3.980765357710438,4.013260503155416,2.4633149687098714,0.6188618787001243,0.35207566905471643
actual,1.5,ambiguous,CV_surface_fb1_uncovered,45,8681,0.7845638496805254,0.8010863070193575,0.36280983424132046,0.6188618787001243,0.35207566905471643
actual,1.5,moving,zero,135,12016,4.954941410962016,4.9643916032547155,0.0,0.565783689249111,0.32085100911978404
actual,1.5,moving,D,135,12016,2.9361602798374036,2.953341671780205,1.7758663828967232,0.565783689249111,0.32085100911978404
actual,1.5,moving,CRN_CV,135,12016,2.0937365447080563,2.1154881490111586,2.311982965643991,0.565783689249111,0.32085100911978404
actual,1.5,moving,CV_D_speed05,135,12016,1.8747227870885286,1.8969873701883582,2.4873143083677034,0.565783689249111,0.32085100911978404
actual,1.5,moving,surface_all_zero,135,12016,11.464256586381183,11.486747534636992,6.470375032501412,0.565783689249111,0.32085100911978404
actual,1.5,moving,surface_fb1_zero,135,12016,7.450713182014104,7.4639715108492775,2.9603111743100605,0.565783689249111,0.32085100911978404
actual,1.5,moving,CV_surface_all_uncovered,135,12016,3.979790429233414,4.003802849366546,3.9295336168828716,0.565783689249111,0.32085100911978404
actual,1.5,moving,CV_surface_fb1_uncovered,135,12016,2.623879062461523,2.6465860641896355,2.8676199132908513,0.565783689249111,0.32085100911978404
actual,2.0,all,zero,359,39460,2.6136904585436485,2.6448302705164517,0.0,0.5793966471257637,0.3727717323294076
actual,2.0,all,D,359,39460,1.6971111170890343,1.7254855957089534,0.7152045691048875,0.5793966471257637,0.3727717323294076
actual,2.0,all,CRN_CV,359,39460,1.239749993314579,1.2754133078730474,0.8823466907382665,0.5793966471257637,0.3727717323294076
actual,2.0,all,CV_D_speed05,359,39460,1.136941841629732,1.172759550517311,0.9512026343595998,0.5793966471257637,0.3727717323294076
actual,2.0,all,surface_all_zero,359,39460,11.886898692703927,11.922834153869925,5.444659477287504,0.5793966471257637,0.3727717323294076
actual,2.0,all,surface_fb1_zero,359,39460,5.989728716695635,6.018219038906159,2.1802452776098034,0.5793966471257637,0.3727717323294076
actual,2.0,all,CV_surface_all_uncovered,359,39460,4.216474973284981,4.251624901219203,2.503466006948106,0.5793966471257637,0.3727717323294076
actual,2.0,all,CV_surface_fb1_uncovered,359,39460,2.075831124213391,2.1104416598400375,1.3768207082774517,0.5793966471257637,0.3727717323294076
actual,2.0,stationary,zero,184,18544,0.05639980784753538,0.10424103325078357,0.0,0.5851652000165276,0.41714025438036023
actual,2.0,stationary,D,184,18544,0.19624840643693475,0.2311511558675455,0.08829872551335605,0.5851652000165276,0.41714025438036023
actual,2.0,stationary,CRN_CV,184,18544,0.0930276584826441,0.13871216309964138,0.01954449751352518,0.5851652000165276,0.41714025438036023
actual,2.0,stationary,CV_D_speed05,184,18544,0.10187206469923629,0.1473589741011631,0.024227203552769208,0.5851652000165276,0.41714025438036023
actual,2.0,stationary,surface_all_zero,184,18544,8.708356123560945,8.741591844690648,4.303813310631012,0.5851652000165276,0.41714025438036023
actual,2.0,stationary,surface_fb1_zero,184,18544,3.5514812167688774,3.5904133313600455,1.7447748720488767,0.5851652000165276,0.41714025438036023
actual,2.0,stationary,CV_surface_all_uncovered,184,18544,3.165107491824562,3.205670385308732,1.546183654138734,0.5851652000165276,0.41714025438036023
actual,2.0,stationary,CV_surface_fb1_uncovered,184,18544,1.0385638642238733,1.0813007062782525,0.4907815375881828,0.5851652000165276,0.41714025438036023
actual,2.0,ambiguous,zero,38,7898,0.3913189208920909,0.4076908536292404,0.0,0.6040053017494232,0.35762347901140906
actual,2.0,ambiguous,D,38,7898,0.4331349735161667,0.4516406449766553,0.10248380346650598,0.6040053017494232,0.35762347901140906
actual,2.0,ambiguous,CRN_CV,38,7898,0.4156709795793217,0.43177756726009986,0.035824298356056605,0.6040053017494232,0.35762347901140906
actual,2.0,ambiguous,CV_D_speed05,38,7898,0.42777353781608124,0.4438819225403683,0.044678766999301865,0.6040053017494232,0.35762347901140906
actual,2.0,ambiguous,surface_all_zero,38,7898,11.55119835165081,11.574097967193522,5.71475864629822,0.6040053017494232,0.35762347901140906
actual,2.0,ambiguous,surface_fb1_zero,38,7898,3.3919303937121574,3.4076447261556875,1.5712168746267159,0.6040053017494232,0.35762347901140906
actual,2.0,ambiguous,CV_surface_all_uncovered,38,7898,4.372743393249822,4.39218980436678,2.0260252166083768,0.6040053017494232,0.35762347901140906
actual,2.0,ambiguous,CV_surface_fb1_uncovered,38,7898,1.2307314269317526,1.2465412104004994,0.4515497981061703,0.6040053017494232,0.35762347901140906
actual,2.0,moving,zero,137,13018,6.6647240217468875,6.677528938389423,0.0,0.5648233434206569,0.31738359779443437
actual,2.0,moving,D,137,13018,4.063460257350022,4.0858041727793655,1.7271320458574442,0.5648233434206569,0.31738359779443437
actual,2.0,moving,CRN_CV,137,13018,3.008450081862139,3.0360787734321617,2.2759485481388246,0.5648233434206569,0.31738359779443437
actual,2.0,moving,CV_D_speed05,137,13018,2.7238121664481993,2.752110323682968,2.44763611047747,0.5648233434206569,0.31738359779443437
actual,2.0,moving,surface_all_zero,137,13018,16.24900413564062,16.292181307028248,6.90197280752391,0.5648233434206569,0.31738359779443437
actual,2.0,moving,surface_fb1_zero,137,13018,9.985012485016039,10.00302249929304,2.9340382260519045,0.5648233434206569,0.31738359779443437
actual,2.0,moving,CV_surface_all_uncovered,137,13018,5.585186043577338,5.617421723174813,3.9215879262899596,0.5648233434206569,0.31738359779443437
actual,2.0,moving,CV_surface_fb1_uncovered,137,13018,3.703356411328528,3.7322675907456633,2.823474007498869,0.5648233434206569,0.31738359779443437
